value,flagInfo,parameter,period,coordinates,summary,coverage
299.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-10T23:30:00Z', 'local': '2016-11-11T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T00:30:00Z', 'local': '2016-11-11T06:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-10T23:30:00Z', 'local': '2016-11-11T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T00:30:00Z', 'local': '2016-11-11T06:00:00+05:30'}}"
302.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T00:30:00Z', 'local': '2016-11-11T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T01:30:00Z', 'local': '2016-11-11T07:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T00:30:00Z', 'local': '2016-11-11T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T01:30:00Z', 'local': '2016-11-11T07:00:00+05:30'}}"
304.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T01:30:00Z', 'local': '2016-11-11T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T02:30:00Z', 'local': '2016-11-11T08:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T01:30:00Z', 'local': '2016-11-11T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T02:30:00Z', 'local': '2016-11-11T08:00:00+05:30'}}"
309.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T02:30:00Z', 'local': '2016-11-11T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T03:30:00Z', 'local': '2016-11-11T09:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T02:30:00Z', 'local': '2016-11-11T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T03:30:00Z', 'local': '2016-11-11T09:00:00+05:30'}}"
333.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T03:30:00Z', 'local': '2016-11-11T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T04:30:00Z', 'local': '2016-11-11T10:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T03:30:00Z', 'local': '2016-11-11T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T04:30:00Z', 'local': '2016-11-11T10:00:00+05:30'}}"
357.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T04:30:00Z', 'local': '2016-11-11T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T05:30:00Z', 'local': '2016-11-11T11:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T04:30:00Z', 'local': '2016-11-11T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T05:30:00Z', 'local': '2016-11-11T11:00:00+05:30'}}"
351.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T05:30:00Z', 'local': '2016-11-11T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T06:30:00Z', 'local': '2016-11-11T12:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T05:30:00Z', 'local': '2016-11-11T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T06:30:00Z', 'local': '2016-11-11T12:00:00+05:30'}}"
331.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T06:30:00Z', 'local': '2016-11-11T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T07:30:00Z', 'local': '2016-11-11T13:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T06:30:00Z', 'local': '2016-11-11T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T07:30:00Z', 'local': '2016-11-11T13:00:00+05:30'}}"
258.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T07:30:00Z', 'local': '2016-11-11T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T08:30:00Z', 'local': '2016-11-11T14:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T07:30:00Z', 'local': '2016-11-11T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T08:30:00Z', 'local': '2016-11-11T14:00:00+05:30'}}"
226.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T08:30:00Z', 'local': '2016-11-11T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T09:30:00Z', 'local': '2016-11-11T15:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T08:30:00Z', 'local': '2016-11-11T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T09:30:00Z', 'local': '2016-11-11T15:00:00+05:30'}}"
205.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T09:30:00Z', 'local': '2016-11-11T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T10:30:00Z', 'local': '2016-11-11T16:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T09:30:00Z', 'local': '2016-11-11T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T10:30:00Z', 'local': '2016-11-11T16:00:00+05:30'}}"
190.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T10:30:00Z', 'local': '2016-11-11T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T11:30:00Z', 'local': '2016-11-11T17:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T10:30:00Z', 'local': '2016-11-11T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T11:30:00Z', 'local': '2016-11-11T17:00:00+05:30'}}"
183.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T11:30:00Z', 'local': '2016-11-11T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T12:30:00Z', 'local': '2016-11-11T18:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T11:30:00Z', 'local': '2016-11-11T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T12:30:00Z', 'local': '2016-11-11T18:00:00+05:30'}}"
190.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T12:30:00Z', 'local': '2016-11-11T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T13:30:00Z', 'local': '2016-11-11T19:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T12:30:00Z', 'local': '2016-11-11T18:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T13:30:00Z', 'local': '2016-11-11T19:00:00+05:30'}}"
197.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T13:30:00Z', 'local': '2016-11-11T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T14:30:00Z', 'local': '2016-11-11T20:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T13:30:00Z', 'local': '2016-11-11T19:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T14:30:00Z', 'local': '2016-11-11T20:00:00+05:30'}}"
208.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T14:30:00Z', 'local': '2016-11-11T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T15:30:00Z', 'local': '2016-11-11T21:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T14:30:00Z', 'local': '2016-11-11T20:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T15:30:00Z', 'local': '2016-11-11T21:00:00+05:30'}}"
224.1,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T15:30:00Z', 'local': '2016-11-11T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T16:30:00Z', 'local': '2016-11-11T22:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T15:30:00Z', 'local': '2016-11-11T21:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T16:30:00Z', 'local': '2016-11-11T22:00:00+05:30'}}"
233.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T16:30:00Z', 'local': '2016-11-11T22:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T17:30:00Z', 'local': '2016-11-11T23:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T16:30:00Z', 'local': '2016-11-11T22:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T17:30:00Z', 'local': '2016-11-11T23:00:00+05:30'}}"
232.7,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T17:30:00Z', 'local': '2016-11-11T23:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T18:30:00Z', 'local': '2016-11-12T00:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T17:30:00Z', 'local': '2016-11-11T23:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T18:30:00Z', 'local': '2016-11-12T00:00:00+05:30'}}"
241.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T18:30:00Z', 'local': '2016-11-12T00:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T19:30:00Z', 'local': '2016-11-12T01:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T18:30:00Z', 'local': '2016-11-12T00:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T19:30:00Z', 'local': '2016-11-12T01:00:00+05:30'}}"
249.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T19:30:00Z', 'local': '2016-11-12T01:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T20:30:00Z', 'local': '2016-11-12T02:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T19:30:00Z', 'local': '2016-11-12T01:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T20:30:00Z', 'local': '2016-11-12T02:00:00+05:30'}}"
265.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T20:30:00Z', 'local': '2016-11-12T02:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T21:30:00Z', 'local': '2016-11-12T03:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T20:30:00Z', 'local': '2016-11-12T02:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T21:30:00Z', 'local': '2016-11-12T03:00:00+05:30'}}"
280.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T21:30:00Z', 'local': '2016-11-12T03:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T22:30:00Z', 'local': '2016-11-12T04:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T21:30:00Z', 'local': '2016-11-12T03:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T22:30:00Z', 'local': '2016-11-12T04:00:00+05:30'}}"
289.5,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T22:30:00Z', 'local': '2016-11-12T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T23:30:00Z', 'local': '2016-11-12T05:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T22:30:00Z', 'local': '2016-11-12T04:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-11T23:30:00Z', 'local': '2016-11-12T05:00:00+05:30'}}"
295.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-11T23:30:00Z', 'local': '2016-11-12T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T00:30:00Z', 'local': '2016-11-12T06:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-11T23:30:00Z', 'local': '2016-11-12T05:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T00:30:00Z', 'local': '2016-11-12T06:00:00+05:30'}}"
299.6,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T00:30:00Z', 'local': '2016-11-12T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T01:30:00Z', 'local': '2016-11-12T07:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T00:30:00Z', 'local': '2016-11-12T06:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T01:30:00Z', 'local': '2016-11-12T07:00:00+05:30'}}"
301.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T01:30:00Z', 'local': '2016-11-12T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T02:30:00Z', 'local': '2016-11-12T08:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T01:30:00Z', 'local': '2016-11-12T07:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T02:30:00Z', 'local': '2016-11-12T08:00:00+05:30'}}"
299.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T02:30:00Z', 'local': '2016-11-12T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T03:30:00Z', 'local': '2016-11-12T09:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T02:30:00Z', 'local': '2016-11-12T08:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T03:30:00Z', 'local': '2016-11-12T09:00:00+05:30'}}"
308.9,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T03:30:00Z', 'local': '2016-11-12T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T04:30:00Z', 'local': '2016-11-12T10:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T03:30:00Z', 'local': '2016-11-12T09:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T04:30:00Z', 'local': '2016-11-12T10:00:00+05:30'}}"
309.4,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T04:30:00Z', 'local': '2016-11-12T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T05:30:00Z', 'local': '2016-11-12T11:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T04:30:00Z', 'local': '2016-11-12T10:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T05:30:00Z', 'local': '2016-11-12T11:00:00+05:30'}}"
,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T05:30:00Z', 'local': '2016-11-12T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T06:30:00Z', 'local': '2016-11-12T12:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T05:30:00Z', 'local': '2016-11-12T11:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T06:30:00Z', 'local': '2016-11-12T12:00:00+05:30'}}"
,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T06:30:00Z', 'local': '2016-11-12T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T07:30:00Z', 'local': '2016-11-12T13:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T06:30:00Z', 'local': '2016-11-12T12:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T07:30:00Z', 'local': '2016-11-12T13:00:00+05:30'}}"
194.5,{'hasFlags': True},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T07:30:00Z', 'local': '2016-11-12T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T08:30:00Z', 'local': '2016-11-12T14:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T07:30:00Z', 'local': '2016-11-12T13:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T08:30:00Z', 'local': '2016-11-12T14:00:00+05:30'}}"
171.0,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T08:30:00Z', 'local': '2016-11-12T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T09:30:00Z', 'local': '2016-11-12T15:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T08:30:00Z', 'local': '2016-11-12T14:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T09:30:00Z', 'local': '2016-11-12T15:00:00+05:30'}}"
166.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T09:30:00Z', 'local': '2016-11-12T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T10:30:00Z', 'local': '2016-11-12T16:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T09:30:00Z', 'local': '2016-11-12T15:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T10:30:00Z', 'local': '2016-11-12T16:00:00+05:30'}}"
184.8,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T10:30:00Z', 'local': '2016-11-12T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T11:30:00Z', 'local': '2016-11-12T17:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T10:30:00Z', 'local': '2016-11-12T16:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T11:30:00Z', 'local': '2016-11-12T17:00:00+05:30'}}"
181.3,{'hasFlags': False},"{'id': 2, 'name': 'pm25', 'units': 'µg/m³', 'displayName': None}","{'label': 'raw', 'interval': '01:00:00', 'datetimeFrom': {'utc': '2016-11-12T11:30:00Z', 'local': '2016-11-12T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T12:30:00Z', 'local': '2016-11-12T18:00:00+05:30'}}",,,"{'expectedCount': 1, 'expectedInterval': '01:00:00', 'observedCount': 1, 'observedInterval': '01:00:00', 'percentComplete': 100.0, 'percentCoverage': 100.0, 'datetimeFrom': {'utc': '2016-11-12T11:30:00Z', 'local': '2016-11-12T17:00:00+05:30'}, 'datetimeTo': {'utc': '2016-11-12T12:30:00Z', 'local': '2016-11-12T18:00:00+05:30'}}"
